Genotype,Yield - 2021 LA1,Plant Height - 2021 LA1,Yield - 2021 LA2,Plant Height - 2021 LA2,Yield - 2022 LA1,Plant Height - 2022 LA1,Yield - 2022 LA2,Plant Height - 2022 LA2,Yield - 2021 AR,Plant Height - 2021 AR,Yield - 2022 AR,Plant Height - 2022 AR,Mean Yield - Across LA & AR,Mean Plant Height - Across LA & AR
MP6_295,9131.073343,101.4506167,8891.389421,103.1778439,9753.214284,99.28718975,8723.666011,94.36061013,10736.13292,101.8250987,8978.282891,99.76582574,9401.465439,100.1427684
MP8_112,10074.77681,111.628267,7723.500794,120.2490147,,,,,,,,,8931.645027,116.0753383
MP6_089,9986.346965,98.33569795,8848.608705,98.58097036,9602.587209,92.80246839,9567.350097,84.64187284,10678.75366,98.12637046,9044.626693,97.55212929,9653.878585,95.15496488
MP6_176,8424.752116,93.88025666,7958.335576,97.19044417,,,,,10121.97988,98.57523906,,,8631.35952,95.69226141
MP6_211,8086.366702,88.51730551,8248.44918,98.35157163,,,,,10294.88327,87.80520188,,,8672.92018,90.70156061
MP8_429,8861.804043,102.2245381,,,,,,,,,,,8752.606485,101.7653329
MP6_213,9009.457216,97.53719813,8073.522046,111.487919,,,,,9786.270112,104.3282622,,,8752.733325,103.5946221
MP8_315,8457.994111,96.23517733,8953.446166,100.3324328,,,,,,,,,8738.226364,98.42050251
MP8_169,8283.913434,105.7936958,7340.406778,110.3247668,,,,,,,,,7844.666331,108.1959287
MP6_216,9334.481285,98.52256264,7551.640426,98.24254385,,,,,,,,,8475.567081,98.51925069
MP6_009,9512.74842,102.9756594,,,9892.853837,96.87941075,9002.823761,86.77693084,,,8643.906034,110.0314487,9437.292831,99.91148775
MP6_199,9407.553792,100.6260564,8478.110518,103.7632443,9514.367807,101.1803396,8511.240406,95.98781932,11034.71744,108.4700093,8496.390176,105.5140852,9272.896678,102.6924471
MP6_014,8383.57927,90.77710538,7339.544433,100.091039,8917.964101,99.40721205,7972.929133,90.21504115,10178.20716,96.69227355,8482.512488,95.86845497,8578.294412,95.62575783
MP6_105,8679.476681,97.00483692,7975.585454,100.0005817,,,,,9329.802352,100.8014196,,,8457.960819,98.41249124
MP8_403,5845.074155,89.23605371,6811.613605,106.9191173,7600.55301,93.11295021,7075.872536,91.43407985,,,7940.150857,97.68208881,7228.862038,96.38850006
MP8_412,7347.218192,90.3258544,7226.337382,93.72031718,,,,,,,,,7319.284012,92.15978324
MP8_417,7892.255227,92.78785377,8114.544791,97.02541483,,,,,9313.627766,98.92211072,,,8236.470688,95.38860535
MP8_363,8647.304693,96.40386518,7890.421204,103.2578655,,,,,9566.964273,99.74442196,,,8497.901249,98.94560107
MP8_045,6315.046545,95.50143375,7244.860913,89.107949,,,,,,,,,6812.459954,92.44138882
MP8_283,6518.323125,96.98171998,6625.2282,97.68248025,,,,,,,,,6604.281888,97.46879756
MP8_431,7739.188688,103.881097,6903.888964,110.4228397,6777.233192,106.0294604,7083.40652,99.46837473,,,7330.221688,120.370978,7341.002193,108.7320033
MP8_422,7136.011588,112.8947927,7415.751259,112.6014174,,,,,,,,,7308.387649,112.8848025
MP8_008,7664.337807,96.56462626,7703.372055,102.0110982,,,,,9414.062923,94.40925808,,,8056.913253,96.80515373
MP8_018,8001.362347,94.21376924,7483.261636,106.3182586,7439.369113,98.10259936,7535.965284,96.05266831,9062.376365,105.0825549,6801.151709,103.9922478,7753.094644,100.6953962
MP8_022,7754.690414,102.9338174,7288.85608,107.0327547,,,,,8582.163834,105.3726971,,,7671.571241,104.2566164
MP8_088,6861.178962,89.99164449,7465.416963,92.60948511,,,,,9179.815227,93.18313495,,,7631.8041,91.07168225
MP8_221,8452.286633,89.58491545,6118.508805,92.72414638,7004.928415,90.58846252,7672.875783,85.81859358,9073.298252,94.13583251,6298.415205,95.65103722,7469.220874,91.56754024
MP8_372,8960.008843,96.24774226,8219.324081,96.78124145,,,,,9270.731342,100.7315916,,,8613.030059,97.06374263
MP8_394,8633.24874,90.74625418,7674.779103,101.1503591,9124.515885,95.33337482,8151.036236,91.9639788,9528.605915,100.1081903,8416.942012,100.2390435,8620.684679,96.74408023
MP8_409,8465.052636,96.38847099,7514.32418,98.45432283,,,,,9201.939283,96.71021698,,,8190.104086,96.3279016
MP8_067,8838.455825,96.53396661,8098.324567,100.1068047,,,,,9693.642158,100.7868432,,,8673.131571,98.28602237
MP8_260,8899.754168,90.89219642,7111.894481,96.04616908,9410.992564,93.15612592,8945.302018,93.19175367,9444.109979,97.11326444,8216.203178,100.6425702,8703.879122,95.28377121
MP8_161,8912.771345,97.48876195,7906.878129,101.6270748,,,,,,,,,8442.330962,99.69461582
MP8_090,7103.904749,105.8101554,6969.580916,123.8017641,,,,,,,,,7069.249058,114.9426572
MP8_148,9173.954269,108.1646013,7719.391199,117.0142648,8753.467029,100.3209067,8461.790945,101.8441577,9496.762997,110.1345535,7245.738156,115.9894251,8507.691334,109.0033298
MP8_352,9252.246808,99.33836576,7710.278523,106.6376237,8000.476462,96.49073138,7134.896291,92.92276125,10384.66989,100.8405146,7203.456859,110.8559041,8313.519433,101.3342547
MP8_378,8340.262912,97.211734,7687.318748,105.0497006,,,,,9190.297137,101.2018316,,,8202.290429,100.2979259
MP8_263,9405.920799,95.88037286,8311.44282,102.6532648,8016.721048,100.6660472,8621.548452,95.20478424,,,7964.502745,106.9268836,8638.23828,100.9994563
MP8_094,9241.523116,103.6154283,6969.691756,111.4183009,9343.566897,104.2972696,9341.548369,101.6461993,9680.537473,105.8714351,8674.302832,110.5418013,8907.701009,106.3818693
MP8_133,7818.877204,94.04853024,7377.26275,100.7671927,8640.984947,96.5616455,7431.289607,89.19014377,8759.373656,100.7675322,7530.513687,99.1669366,7958.88725,96.88047311
MP8_262,8086.329497,93.83967024,8348.913447,100.6654509,,,,,9842.811636,97.73566943,,,8555.68883,96.55713499
MP8_083,6236.581784,92.17539777,7520.030671,97.17164834,6797.995545,100.3949645,6565.245727,93.9776158,,,6640.448423,107.6425462,6926.273056,99.03365928
MP8_332,8796.381745,106.4798057,8636.333788,109.0538237,9824.611667,103.8781189,9069.891641,94.71754825,9812.721758,111.0002332,7993.989531,113.9437575,9054.818232,106.6726586
MP8_327,8838.670339,104.3952976,7529.379354,98.83988476,,,,,9379.127811,101.7702586,,,8378.737907,100.8120288
MP6_006,8693.295196,103.6649636,7511.249129,102.9111154,9078.796735,100.9280857,8933.80216,90.70004439,9876.90335,103.183936,9021.843031,108.8910222,8885.165144,101.8485465
MP8_086,10373.2795,94.82933789,7972.104727,99.41919085,9514.732493,95.89611067,7868.246314,86.46050894,9835.133235,94.73869928,8986.276616,98.46777584,9124.132342,95.16493615
MP8_410,7697.451756,96.17728231,7354.433433,102.0687511,8705.914111,98.55715065,7927.247297,92.9285858,9447.168233,101.8807357,7952.437206,103.6739482,8213.2787,99.35058953
MP8_183,8769.827235,90.80497952,7911.030878,106.1634944,9000.814417,94.74884221,7769.631251,88.08893204,9665.277489,94.46311019,8631.234257,97.31766981,8657.14485,95.38920318
MP6_124,8591.381031,93.91390446,7902.397435,101.8810457,10325.24853,95.03564415,8370.539221,88.05323397,10359.57654,95.49608838,9457.425048,97.16110248,9200.263902,95.45358841
MP6_132,9328.027817,103.2001792,8321.103089,102.118048,,,,,10545.65402,107.1577175,,,9194.597345,103.3021893
MP6_205,9411.982332,99.4671377,8247.804457,110.206957,,,,,10426.9921,103.7552243,,,9158.586646,103.6198786
MP6_248,9452.947587,92.84006183,8455.775597,97.4669052,9395.70255,89.4397621,8138.758796,87.48562645,10190.69166,96.3418483,8403.337775,96.07355062,9038.712,93.37871818
MP6_261,9211.564974,87.93984448,7683.968658,90.39946404,,,,,,,,,8480.273041,89.30635171
MP8_081,9425.070974,102.5862776,7828.408352,96.01248396,8238.881984,92.02242695,8092.102361,90.68855891,9455.295078,99.49300259,9003.071456,106.6537593,8706.310589,98.06059686
MP8_058,8596.321063,91.30441014,6926.637274,91.02916392,7406.784439,98.99346028,7418.556036,90.15898566,8662.589091,96.26229346,7349.440651,93.8384737,7759.222352,93.74105835
MP8_311,9042.598818,97.63101825,7985.331873,117.7843476,,,,,,,,,8546.471571,107.8443804
MP8_141,9372.974994,99.28268311,8292.613792,110.5179164,10181.81732,99.33740009,8677.987333,92.90846995,,,9082.8676,113.5208633,9295.860688,103.8828156
MP8_124,9563.499766,95.45889505,8297.598149,99.92452766,9526.328951,92.79161601,8219.521025,88.09213395,10619.70158,96.07946737,9293.283638,99.81650597,9285.831,95.51973008
MP6_249,8308.781559,92.39731928,8190.436279,94.87908883,,,,,10705.02525,91.85993696,,,8864.425819,92.18903883
MP6_092,9710.083772,94.55980575,7655.842526,94.47857561,,,,,10728.46923,94.06176082,,,9161.138632,93.51029835
MP8_097,8575.327283,103.5913552,7250.741649,109.0934059,6856.965692,97.57045513,7660.468593,92.4281332,8994.823002,103.2860038,7088.436488,109.0407541,7770.304671,102.6731395
MP8_087,8534.637717,92.54088056,8221.507639,93.12976915,8859.642789,99.50251891,6654.416459,84.80736324,10121.11504,92.61553307,8460.595925,99.12994404,8507.827173,93.75218281
MP8_383,8857.06685,94.61329346,8271.246158,96.86346689,,,,,,,,,8596.662729,95.87507762
MP8_102,8224.352743,101.9747305,7289.218601,113.3066486,,,,,9258.812409,104.1776621,,,8053.786723,105.629933
MP6_063,7682.228852,92.90727825,8963.818021,107.9331417,,,,,10422.63405,103.6762317,,,8819.22849,100.6491718
MP6_400,9552.710537,93.80595801,8717.216455,100.5583371,9806.038201,92.30689578,8732.786454,84.33446073,11151.67827,87.94984062,9168.30617,92.15688107,9553.960895,92.03293653
MP8_293,7679.088122,99.39920476,6987.898214,105.8245299,,,,,8553.857226,101.6766075,,,7536.605778,101.4436494
MP6_340,9966.734543,98.84679563,8295.105003,97.79638234,9060.447532,93.99968792,8316.92088,87.4310284,9771.260369,91.33341575,8623.926988,95.95492443,9038.239486,94.29968434
MP8_346,9782.934765,87.59650239,7759.935365,94.35692681,8750.396831,88.64909585,7612.320588,88.05368797,9377.497256,88.62770147,7842.679941,90.64513145,8553.465499,89.7931059
MP6_429,9696.87589,92.84770689,8144.254635,98.16175867,,,,,,,,,8953.071488,95.64143023
MP8_116,9118.012921,91.61119261,8019.22179,96.47166888,8460.692599,91.62955963,7817.835515,85.78213888,9337.372604,100.0510034,8124.424375,103.861475,8512.092934,95.01688572
MP6_054,8757.482889,89.36483684,8483.911051,95.94001015,7540.586029,90.20578653,8226.462359,82.74340598,9378.533636,90.98837125,8567.290521,95.91340439,8524.883548,91.046737
MP8_194,8975.402577,93.68583187,8482.116305,92.97638806,8916.775511,91.69961463,8240.154147,87.39922117,10046.21496,93.19345564,8922.326359,91.60865115,8963.006515,91.93890104
MP8_034,8798.508852,93.70557392,7762.30968,92.63751163,,,,,,,,,8312.915491,93.30824022
MP6_387,9529.142739,102.3319213,8428.018155,98.96183098,10088.51892,99.04878651,8518.350834,93.4816468,11300.77435,102.4133496,9499.516523,107.4257571,9593.22084,100.7560693
MP8_275,9233.490432,92.65834872,7571.31321,99.06605291,,,,,10285.97212,101.3460605,,,8826.584837,96.83378714
MP8_339,8342.735819,108.1331913,8507.377474,109.3175572,8225.225446,102.4949962,8193.871863,97.56890684,,,8065.32968,111.1777359,8441.11732,106.4675466
MP8_046,8248.236664,91.64742492,7868.11523,97.17558761,7103.171827,87.37520021,7265.232945,79.9885072,,,7830.599543,92.25674628,7837.27928,90.42095978
MP6_076,8953.166632,87.87412245,9097.241918,92.59071793,,,,,10047.63535,89.05353027,,,9162.335733,88.9830569
MP6_172,8318.406026,94.39302654,8057.051562,98.66520952,,,,,,,,,8220.235019,96.66581548
MP6_223,9118.960787,96.87187787,8558.087483,107.8653405,,,,,9480.728099,105.3623633,,,8848.919682,102.5101029
MP6_247,9087.400907,93.53895611,9003.809739,103.7203929,9571.371596,98.67262644,9030.723103,92.0750463,10116.74093,99.02247571,10071.06396,106.8002206,9512.695433,99.09454084
MP6_288,9717.443184,86.66950661,8331.330711,86.60506788,9506.839985,89.82718315,8531.809647,82.317593,11129.3264,84.34892107,9885.554594,82.22439946,9549.554956,85.53092391
MP6_323,9569.626828,100.2306034,8205.297772,101.1541044,9634.26612,98.56282784,9189.056032,95.88189401,,,9120.958078,104.8165375,9318.054679,100.8330339
MP6_333,7596.098773,94.72444763,8124.791452,101.1023632,,,,,9245.410174,91.87429555,,,8118.417649,95.04396564
MP6_419,10204.30564,99.9457178,8366.538946,112.8421015,9447.971399,99.77683081,7230.039471,90.49616425,10729.63235,101.3708756,8842.270733,107.4696789,9169.298267,102.1158004
MP8_001,9311.497764,95.59038671,8783.714363,91.33962993,9141.508954,93.98389491,7065.23158,87.02070887,,,9767.228781,96.20917786,8988.046862,93.52054022
MP8_014,8532.184358,87.50653165,8383.939971,96.76986738,,,,,,,,,8490.56839,92.27489696
MP8_179,8721.309065,99.8027822,7229.836812,103.2254543,8461.069833,94.07101677,8005.529106,94.30679302,9953.351606,99.97221821,8169.171784,109.4074224,8455.886051,100.2446212
MP8_201,8527.176061,104.3024485,8434.617718,108.5753833,,,,,10048.03086,105.2459392,,,8799.596972,105.1847217
MP8_256,7982.794231,91.43078629,6991.628884,98.16099881,7634.561097,94.92716246,7390.421318,89.95152766,8856.274493,90.7662337,7990.208858,100.6721678,7840.157742,94.41332874
MP8_291,8520.400743,100.0560754,7980.674454,102.906046,8699.648571,95.76893932,7528.295899,97.32599659,,,8592.24989,109.6110826,8438.465979,101.8528508
MP8_301,8168.814417,94.57323441,8798.400891,101.2703156,8513.893509,97.0810817,8048.336326,88.73944843,9717.450207,92.9947885,8838.179554,99.14870368,8713.346877,95.80014435
MP6_140,9965.091047,96.16458945,8580.951419,103.8183923,9529.564497,98.13656727,7984.570743,89.83318858,9866.073939,100.538977,8520.487505,106.8738333,9106.957223,99.35662267
MP8_286,8027.494033,97.72895414,8378.614669,100.7452466,,,,,,,,,8235.560576,99.37379782
MP6_194,9390.896144,94.33922909,8517.234958,92.99720638,,,,,11121.39698,96.35109099,,,9472.85378,93.70602589
MP6_325,8930.787939,101.6692824,8131.119381,101.8245666,8468.980541,97.06579203,6064.393506,91.62714868,10003.69428,101.2042903,8498.123626,104.8279134,8382.025639,99.80056845
MP6_426,7792.021164,94.27755916,9187.307096,104.4325487,9090.18272,99.17811711,7647.43236,89.26958136,,,9263.149984,103.2274327,8770.224528,98.79489551
MP8_425,6980.105831,91.47356858,8225.6884,96.34148722,7929.160889,93.5411856,7650.084657,84.13251462,,,7501.231773,92.77391352,7831.465024,92.35171995
MP6_271,9039.971156,99.16035474,8563.178273,96.68445716,,,,,10248.43706,97.74836436,,,9080.195289,97.0080332
MP8_345,8380.503938,88.33881797,8195.661175,92.31466955,,,,,10633.56208,96.6961904,,,8866.241724,91.59345319
MP6_135,8580.007272,90.91884448,8265.755634,99.67860532,,,,,10409.89224,96.44693262,,,8881.546268,94.82496584
MP6_301,8988.3292,94.69274293,8003.911559,103.6808453,8699.524448,97.42411179,8963.540335,92.64608523,,,8818.29508,94.70612877,8868.928805,97.4237486
MP6_117,9608.462565,102.7635583,8199.89662,110.294194,,,,,10385.49376,103.5221619,,,9194.297048,104.6702001
MP8_320,8289.859167,110.0127926,,,8620.462026,109.0478108,7762.240814,104.0722376,,,7870.316054,125.1311111,8309.930786,112.7660704
MP8_308,7959.709611,99.31689741,8253.871418,113.5492719,,,,,10296.48735,112.1561495,,,8633.022976,107.4843717
MP8_319,8722.199065,104.4111519,8290.907909,115.9907237,,,,,9754.688368,115.6069127,,,8718.929781,111.1464632
MP6_366,8325.336841,105.289057,8257.591702,111.2154695,,,,,9911.766239,104.746229,,,8627.902846,106.2271569
MP8_418,7904.286518,82.62638157,7390.564801,91.52361236,,,,,,,,,7679.931885,87.21169441
MP6_060,7847.078505,80.66407539,9454.413595,95.18761517,9645.377647,90.03828833,8208.697796,82.72558364,,,9359.670599,87.74219324,9077.254446,87.95562545
MP6_434,8777.24311,86.46241949,8981.795852,98.47116036,9005.306483,94.76578335,8567.034316,87.31013115,10646.05309,88.99817798,8054.30753,100.1379457,9037.792114,92.81846818
MP6_263,9232.40489,98.26814042,8799.413858,102.8223837,9092.647605,97.65072603,8837.596768,94.03077339,9701.065712,100.700746,9188.884768,104.2621631,9174.507835,99.71019106
MP6_208,7847.432931,89.91127692,7126.099806,87.46413428,,,,,9889.079054,84.14067624,,,8083.879865,86.31559846
MP8_373,7576.299404,92.15458291,8082.279775,98.62706819,,,,,9695.642493,85.28352749,,,8247.743088,91.165256
MP6_043,9739.546027,97.71588972,7879.402995,102.4288303,9959.195551,101.6691883,8789.04879,97.58509877,,,9156.305094,110.1189489,9278.905396,102.5899555
MP6_170,7347.546589,90.15449419,8662.30186,103.2590008,,,,,,,,,8037.43045,96.84344494
MP6_159,8231.829846,99.11241574,8183.684342,102.7153168,7962.675962,93.880681,7908.311276,89.56286672,,,7962.998223,104.2667713,8224.112091,98.61590677
MP6_035,8678.144266,90.39074871,6903.727902,96.18593796,7756.757542,88.10112248,6697.966893,87.36754783,10223.64464,94.14585979,7217.075568,98.06637062,7945.389543,92.50288579
MP8_240,8986.879637,115.2367323,8195.197674,117.8223361,,,,,,,,,8623.544881,116.6662316
MP6_026,8624.568254,83.39791372,7971.961006,89.00410017,,,,,10214.46909,87.97894864,,,8733.320699,85.93711835
MP8_076,8597.802015,108.7841753,9017.564957,120.414089,8915.36199,100.9509488,7832.113933,92.37661813,9371.567605,115.3393546,8588.933579,128.1267845,8753.064299,111.0956329
MP8_244,9576.801073,101.732714,7982.237737,107.6659434,,,,,9661.739233,102.7112931,,,8869.920946,103.1801871
MP6_282,8032.024424,96.83016685,7379.012916,103.4322217,9528.312731,94.62664582,9302.492894,90.09561207,9083.329802,99.78132556,8928.769516,104.0679003,8741.4952,98.26222917
MP6_286,8549.084327,95.61556508,8686.115885,100.5265276,9137.000489,97.0223733,8014.481568,90.13760815,10428.2877,96.89105232,9290.516958,104.7929244,9050.086352,97.63583038
MP6_322,9602.993601,95.5620993,7718.617049,98.45449257,10092.03801,98.63525417,9612.337126,85.92190834,10697.30215,92.97144418,8466.637058,100.9621587,9397.491276,95.54563072
MP6_101,8786.820329,99.1866146,8236.913315,101.0969169,,,,,9681.986799,99.49115144,,,8698.233343,99.06845812
MP6_244,8981.294104,93.73190233,9446.664733,105.7589572,10331.11307,99.61262556,8452.808964,99.42165937,11060.25921,102.3146176,8806.134304,107.3028742,9545.548382,101.488606
MP6_372,8549.073115,97.29722335,8405.448905,105.6500552,,,,,10382.97487,103.5826762,,,8908.830043,101.3202645
MP6_057,9229.802955,97.11823148,9024.404025,96.14645114,9825.088033,96.38063247,9321.638532,92.4126317,11072.54435,97.35503071,9685.336854,99.70018332,9725.636598,96.70160823
MP6_388,8864.652386,106.2944839,,,8895.546748,98.54980463,7923.895362,96.29781989,,,9588.090583,111.5626722,8992.261405,103.8588374
MP6_034,8846.440389,96.1136542,8529.316986,96.13613308,,,,,,,,,8720.384913,96.26159109
MP8_118,8206.527058,90.30043044,7492.111409,97.70798802,9079.742844,94.93414704,7957.114593,86.78116011,11225.67236,94.84592993,8808.058441,89.00931737,8827.37215,92.45721256
MP6_310,9585.937193,89.43871147,8673.54705,102.4611298,8438.759217,99.31502469,7231.58123,90.10744375,9892.515129,96.56197789,8513.830541,106.511455,8755.191567,97.5400863
MP8_242,9259.754929,105.6905932,9042.016296,121.9080431,,,,,10195.51751,121.1742451,,,9295.432884,115.4012241
MP8_314,8722.972074,103.3428591,8012.971175,105.7311793,,,,,,,,,8400.47785,104.6737166
MP8_257,8353.395018,104.6082621,7689.106203,104.7921016,,,,,8979.293106,107.4392306,,,8136.922415,104.7568535
MP6_069,8861.376816,94.73593986,8406.11514,97.17305169,9852.572422,96.51137925,9000.773438,90.19387537,10011.98356,94.68698077,8009.470412,100.2278185,9056.215733,95.73819084
MP6_031,7192.389471,94.11396384,,,,,,,,,,,7083.191913,93.65475864
MP8_123,8612.377405,99.55343101,8878.425444,101.2884281,,,,,9819.22908,100.8676128,,,8899.696121,99.71343113
MP8_140,9312.918551,86.57287538,7267.298986,93.43814091,,,,,9134.911171,84.8506011,,,8368.050641,87.43080395
MP8_190,9621.64161,93.71635299,8025.299072,93.53718274,8410.042742,94.02729539,7963.646087,85.21826615,10000.95507,95.53669711,9360.001521,100.078139,8929.438409,93.82259394
MP8_057,8322.789936,105.3071678,6573.009989,106.5870914,,,,,9891.962057,101.4430317,,,8058.915688,103.5893069
MP8_364,9137.369089,90.75879268,7701.623624,90.40209333,9253.452607,96.34325628,6992.381686,92.06567234,,,8181.103861,96.91522724,8427.394354,94.02371873
MP8_261,8534.921715,98.2142147,8085.802071,94.40284891,7985.468042,95.36071717,8458.953202,89.54669993,,,8052.307928,104.6701333,8397.699347,97.1780542
MP8_406,7897.350152,97.83492171,7234.94053,100.532499,,,,,9494.871892,95.13070392,,,8005.383899,96.97625992
MP8_313,8030.657738,95.44511467,6063.50902,107.1114771,,,,,,,,,7079.589604,101.4149933
MP8_379,9811.153816,89.50861436,9076.948711,98.5783607,9200.332422,93.30494113,9992.007785,92.56111405,10291.9252,94.96383683,9110.721332,98.13660578,9613.018767,94.69364463
MP6_357,9103.262448,99.74848938,8658.838176,96.13248062,8365.850956,93.05926166,7179.404115,86.74854994,9798.221944,90.47981861,8937.240908,102.7092515,8706.310453,94.96773399
MP6_381,8585.539369,85.25094516,8996.76128,89.14638506,,,,,,,,,8823.65655,87.33536256
MP6_078,8645.198158,97.80208638,8114.820801,91.60801306,,,,,,,,,8412.515705,94.84174717
MP6_292,9314.350398,105.341715,9505.734738,101.6073645,9117.347061,94.57509385,8212.628899,86.82112554,10226.54766,97.41259011,9875.53405,99.18670596,9407.86723,97.64853953
MP8_105,9168.048561,99.19690358,8302.636847,104.8528315,9195.978488,99.89747324,8768.330839,90.06253534,9356.45723,96.00322967,8779.403782,106.3509708,8960.980329,99.54639153
MP8_114,7837.047625,101.9221328,5589.498558,100.3769437,7354.31862,97.79522757,7406.538795,91.41300235,,,7198.228017,99.20832669,7251.339574,98.89349515
MP6_087,9288.280795,99.23273797,8093.104865,100.5418949,,,,,9950.893222,99.34168754,,,8907.087303,98.8488639
MP8_073,8867.905203,92.69533942,6604.731542,97.09127868,8422.588303,94.82755553,7197.535156,92.43379508,9320.262293,93.23722287,8114.220117,97.95534191,8120.375349,94.83397169

